,time,type,chap,detaT
365019,2014-11-12 20:45:23,problem_graded,chap9,2
365020,2014-11-12 20:45:24,problem_show,chap9,2
365021,2014-11-12 20:45:26,seq_goto,chap9,2
365022,2014-11-12 20:45:27,video_event,chap9,2
365038,2014-11-12 20:47:34,seq_goto,chap9,2
365039,2014-11-12 20:48:10,problem_check,chap9,2
365040,2014-11-12 20:48:10,problem_graded,chap9,2
365041,2014-11-12 20:48:11,problem_check,chap9,2
365042,2014-11-12 20:48:12,problem_graded,chap9,2
365043,2014-11-12 20:48:12,problem_check,chap9,2
365044,2014-11-12 20:48:12,problem_graded,chap9,2
365045,2014-11-12 20:48:13,seq_goto,chap9,2
365046,2014-11-12 20:48:14,video_event,chap9,2
365109,2014-11-12 20:56:51,seq_goto,chap9,2
365192,2014-11-12 21:07:12,problem_check,chap9,2
365193,2014-11-12 21:07:12,problem_graded,chap9,2
365194,2014-11-12 21:07:13,problem_check,chap9,2
365195,2014-11-12 21:07:13,problem_graded,chap9,2
365196,2014-11-12 21:07:14,problem_check,chap9,2
365197,2014-11-12 21:07:14,problem_graded,chap9,2
365198,2014-11-12 21:07:15,problem_show,chap9,2
365199,2014-11-12 21:07:18,seq_goto,chap9,2
365200,2014-11-12 21:07:19,video_event,chap9,2
365201,2014-11-12 21:07:19,seq_goto,chap9,2
365222,2014-11-12 21:10:10,page_close,chap9,2
365223,2014-11-12 21:10:10,video_event,chap9,2
368414,2014-11-13 20:09:20,page_close,chap9,3
368542,2014-11-13 20:39:35,seq_goto,chap9,3
368551,2014-11-13 20:40:53,problem_check,chap9,3
368552,2014-11-13 20:40:53,problem_graded,chap9,3
368553,2014-11-13 20:40:54,problem_check,chap9,3
368554,2014-11-13 20:40:55,problem_graded,chap9,3
368555,2014-11-13 20:40:55,problem_check,chap9,3
368556,2014-11-13 20:40:56,problem_graded,chap9,3
368557,2014-11-13 20:40:57,seq_goto,chap9,3
368558,2014-11-13 20:40:57,video_event,chap9,3
368601,2014-11-13 20:44:13,seq_goto,chap9,3
368603,2014-11-13 20:44:27,problem_check,chap9,3
368604,2014-11-13 20:44:27,problem_graded,chap9,3
368605,2014-11-13 20:44:28,problem_check,chap9,3
368606,2014-11-13 20:44:28,problem_graded,chap9,3
368607,2014-11-13 20:44:29,problem_check,chap9,3
368608,2014-11-13 20:44:29,problem_graded,chap9,3
368609,2014-11-13 20:44:30,seq_goto,chap9,3
368610,2014-11-13 20:44:31,video_event,chap9,3
368725,2014-11-13 20:58:10,seq_goto,chap9,3
368726,2014-11-13 20:58:31,problem_check,chap9,3
368727,2014-11-13 20:58:31,problem_graded,chap9,3
368728,2014-11-13 20:58:32,problem_check,chap9,3
368729,2014-11-13 20:58:32,problem_graded,chap9,3
368730,2014-11-13 20:58:33,problem_check,chap9,3
368731,2014-11-13 20:58:33,problem_graded,chap9,3
368732,2014-11-13 20:58:35,seq_goto,chap9,3
368733,2014-11-13 20:58:35,video_event,chap9,3
368734,2014-11-13 20:59:13,seq_next,chap9,3
368735,2014-11-13 20:59:13,video_event,chap9,3
368764,2014-11-13 21:03:44,page_close,chap9,3
368765,2014-11-13 21:03:44,video_event,chap9,3
368810,2014-11-13 21:09:20,problem_check,chap9,3
368811,2014-11-13 21:09:21,problem_graded,chap9,3
368812,2014-11-13 21:09:31,problem_check,chap9,3
368813,2014-11-13 21:09:32,problem_graded,chap9,3
368814,2014-11-13 21:09:33,problem_check,chap9,3
368815,2014-11-13 21:09:34,problem_graded,chap9,3
368816,2014-11-13 21:09:37,problem_show,chap9,3
368820,2014-11-13 21:10:06,page_close,chap9,3
383603,2014-11-17 20:58:14,page_close,chap9,7
383605,2014-11-17 20:58:23,seq_goto,chap9,7
383675,2014-11-17 21:07:54,problem_check,chap9,7
383676,2014-11-17 21:07:55,problem_graded,chap9,7
383705,2014-11-17 21:11:27,problem_check,chap9,7
383706,2014-11-17 21:11:28,problem_graded,chap9,7
383707,2014-11-17 21:11:45,problem_check,chap9,7
383708,2014-11-17 21:11:45,problem_graded,chap9,7
383709,2014-11-17 21:11:50,seq_goto,chap9,7
383838,2014-11-17 21:24:11,problem_check,chap9,7
383839,2014-11-17 21:24:11,problem_graded,chap9,7
383863,2014-11-17 21:26:54,problem_check,chap9,7
383864,2014-11-17 21:26:54,problem_graded,chap9,7
383865,2014-11-17 21:26:57,problem_check,chap9,7
383866,2014-11-17 21:26:58,problem_graded,chap9,7
383868,2014-11-17 21:27:00,problem_show,chap9,7
383869,2014-11-17 21:27:06,seq_goto,chap9,7
383936,2014-11-17 21:35:13,problem_check,chap9,7
383937,2014-11-17 21:35:14,problem_graded,chap9,7
383987,2014-11-17 21:41:51,problem_check,chap9,7
383988,2014-11-17 21:41:52,problem_graded,chap9,7
384011,2014-11-17 21:44:53,problem_check,chap9,7
384012,2014-11-17 21:44:53,problem_graded,chap9,7
384013,2014-11-17 21:44:57,problem_show,chap9,7
384040,2014-11-17 21:46:56,seq_goto,chap9,7
384041,2014-11-17 21:46:56,seq_goto,chap9,7
384203,2014-11-17 22:01:51,problem_check,chap9,7
384204,2014-11-17 22:01:52,problem_graded,chap9,7
384218,2014-11-17 22:02:52,problem_check,chap9,7
384219,2014-11-17 22:02:52,problem_graded,chap9,7
384238,2014-11-17 22:04:26,problem_check,chap9,7
384239,2014-11-17 22:04:27,problem_graded,chap9,7
384241,2014-11-17 22:04:34,seq_goto,chap9,7
384352,2014-11-17 22:17:32,problem_check,chap9,7
384353,2014-11-17 22:17:33,problem_graded,chap9,7
384370,2014-11-17 22:19:10,problem_check,chap9,7
384371,2014-11-17 22:19:11,problem_graded,chap9,7
384385,2014-11-17 22:20:53,problem_check,chap9,7
384386,2014-11-17 22:20:53,problem_graded,chap9,7
384392,2014-11-17 22:20:57,seq_goto,chap9,7
384439,2014-11-17 22:27:25,problem_check,chap9,7
384440,2014-11-17 22:27:26,problem_graded,chap9,7
384441,2014-11-17 22:27:30,problem_show,chap9,7
384443,2014-11-17 22:27:58,seq_goto,chap9,7
384536,2014-11-17 22:41:13,problem_check,chap9,7
384537,2014-11-17 22:41:14,problem_graded,chap9,7
384547,2014-11-17 22:42:00,problem_check,chap9,7
384548,2014-11-17 22:42:01,problem_graded,chap9,7
384553,2014-11-17 22:42:56,problem_check,chap9,7
384554,2014-11-17 22:42:57,problem_graded,chap9,7
384555,2014-11-17 22:43:05,problem_show,chap9,7
384556,2014-11-17 22:43:21,page_close,chap9,7
384561,2014-11-17 22:44:41,page_close,chap9,7
387254,2014-11-18 20:43:18,page_close,chap9,8
387324,2014-11-18 20:54:32,seq_goto,chap10,1
387325,2014-11-18 20:54:32,video_event,chap10,1
387363,2014-11-18 20:59:51,seq_goto,chap10,1
387364,2014-11-18 21:01:05,problem_check,chap10,1
387365,2014-11-18 21:01:05,problem_graded,chap10,1
387366,2014-11-18 21:01:06,problem_check,chap10,1
387367,2014-11-18 21:01:07,problem_graded,chap10,1
387368,2014-11-18 21:01:08,problem_check,chap10,1
387369,2014-11-18 21:01:08,problem_graded,chap10,1
387370,2014-11-18 21:01:09,problem_show,chap10,1
387371,2014-11-18 21:01:11,problem_show,chap10,1
387372,2014-11-18 21:01:19,seq_goto,chap10,1
387373,2014-11-18 21:01:20,video_event,chap10,1
387383,2014-11-18 21:07:26,seq_goto,chap10,1
387384,2014-11-18 21:07:52,problem_check,chap10,1
387385,2014-11-18 21:07:52,problem_graded,chap10,1
387388,2014-11-18 21:07:53,problem_check,chap10,1
387389,2014-11-18 21:07:54,problem_graded,chap10,1
387390,2014-11-18 21:07:55,problem_check,chap10,1
387392,2014-11-18 21:07:55,problem_graded,chap10,1
387394,2014-11-18 21:07:56,problem_show,chap10,1
387397,2014-11-18 21:08:12,page_close,chap10,1
387398,2014-11-18 21:08:12,video_event,chap10,1
390300,2014-11-19 20:20:03,page_close,chap10,2
390316,2014-11-19 20:24:13,seq_goto,chap10,2
390323,2014-11-19 20:28:21,problem_check,chap10,2
390324,2014-11-19 20:28:22,problem_graded,chap10,2
390332,2014-11-19 20:30:42,problem_check,chap10,2
390333,2014-11-19 20:30:43,problem_graded,chap10,2
390334,2014-11-19 20:30:44,problem_show,chap10,2
390335,2014-11-19 20:30:48,seq_goto,chap10,2
390336,2014-11-19 20:30:49,video_event,chap10,2
390358,2014-11-19 20:33:43,seq_goto,chap10,2
390360,2014-11-19 20:34:14,problem_check,chap10,2
390361,2014-11-19 20:34:15,problem_graded,chap10,2
390362,2014-11-19 20:34:16,problem_show,chap10,2
390366,2014-11-19 20:34:20,seq_goto,chap10,2
390368,2014-11-19 20:34:21,video_event,chap10,2
390434,2014-11-19 20:46:21,seq_goto,chap10,2
390435,2014-11-19 20:46:33,problem_check,chap10,2
390436,2014-11-19 20:46:34,problem_graded,chap10,2
390437,2014-11-19 20:46:34,problem_show,chap10,2
390438,2014-11-19 20:46:37,seq_goto,chap10,2
390439,2014-11-19 20:46:38,video_event,chap10,2
390559,2014-11-19 21:05:05,seq_goto,chap10,2
390561,2014-11-19 21:06:22,problem_check,chap10,2
390562,2014-11-19 21:06:22,problem_graded,chap10,2
390563,2014-11-19 21:06:23,problem_check,chap10,2
390564,2014-11-19 21:06:24,problem_graded,chap10,2
390565,2014-11-19 21:06:24,problem_check,chap10,2
390566,2014-11-19 21:06:25,problem_graded,chap10,2
390567,2014-11-19 21:06:25,problem_show,chap10,2
390568,2014-11-19 21:06:28,seq_goto,chap10,2
390569,2014-11-19 21:06:28,video_event,chap10,2
390607,2014-11-19 21:16:34,seq_goto,chap10,2
390614,2014-11-19 21:18:57,problem_check,chap10,2
390615,2014-11-19 21:18:58,problem_graded,chap10,2
390616,2014-11-19 21:18:59,problem_check,chap10,2
390617,2014-11-19 21:18:59,problem_graded,chap10,2
390618,2014-11-19 21:19:00,problem_check,chap10,2
390619,2014-11-19 21:19:01,problem_show,chap10,2
390620,2014-11-19 21:19:01,problem_graded,chap10,2
390622,2014-11-19 21:19:24,page_close,chap10,2
390623,2014-11-19 21:19:24,video_event,chap10,2
392870,2014-11-20 19:41:49,page_close,chap10,3
392871,2014-11-20 19:42:04,seq_goto,chap10,3
393021,2014-11-20 20:19:15,problem_check,chap10,3
393022,2014-11-20 20:19:15,problem_graded,chap10,3
393023,2014-11-20 20:19:16,problem_check,chap10,3
393024,2014-11-20 20:19:17,problem_graded,chap10,3
393025,2014-11-20 20:19:18,problem_check,chap10,3
393026,2014-11-20 20:19:19,problem_show,chap10,3
393027,2014-11-20 20:19:20,problem_show,chap10,3
393028,2014-11-20 20:19:21,problem_show,chap10,3
393029,2014-11-20 20:19:23,seq_goto,chap10,3
393030,2014-11-20 20:19:23,problem_graded,chap10,3
393031,2014-11-20 20:19:24,video_event,chap10,3
393049,2014-11-20 20:21:30,seq_goto,chap10,3
393067,2014-11-20 20:23:49,problem_check,chap10,3
393068,2014-11-20 20:23:49,problem_graded,chap10,3
393075,2014-11-20 20:24:29,problem_check,chap10,3
393076,2014-11-20 20:24:30,problem_graded,chap10,3
393078,2014-11-20 20:24:30,problem_check,chap10,3
393079,2014-11-20 20:24:31,problem_graded,chap10,3
393080,2014-11-20 20:24:31,problem_show,chap10,3
393085,2014-11-20 20:24:40,page_close,chap10,3
393086,2014-11-20 20:24:40,video_event,chap10,3
393089,2014-11-20 20:25:07,page_close,chap10,3
393200,2014-11-20 20:45:32,problem_check,chap10,3
393201,2014-11-20 20:45:32,problem_graded,chap10,3
393202,2014-11-20 20:45:33,problem_check,chap10,3
393203,2014-11-20 20:45:34,problem_graded,chap10,3
393204,2014-11-20 20:45:34,problem_check,chap10,3
393205,2014-11-20 20:45:34,problem_graded,chap10,3
393206,2014-11-20 20:45:36,seq_goto,chap10,3
393293,2014-11-20 20:59:37,problem_check,chap10,3
393294,2014-11-20 20:59:37,problem_check,chap10,3
393295,2014-11-20 20:59:38,problem_graded,chap10,3
393297,2014-11-20 20:59:38,problem_graded,chap10,3
393298,2014-11-20 20:59:40,problem_show,chap10,3
393318,2014-11-20 21:01:41,seq_goto,chap10,3
393351,2014-11-20 21:08:55,seq_goto,chap10,3
393355,2014-11-20 21:08:58,problem_show,chap10,3
393358,2014-11-20 21:09:15,seq_goto,chap10,3
393398,2014-11-20 21:17:25,problem_check,chap10,3
393399,2014-11-20 21:17:26,problem_graded,chap10,3
393422,2014-11-20 21:23:28,problem_check,chap10,3
393424,2014-11-20 21:23:32,problem_graded,chap10,3
393443,2014-11-20 21:27:39,problem_check,chap10,3
393444,2014-11-20 21:27:40,problem_graded,chap10,3
393445,2014-11-20 21:27:43,problem_show,chap10,3
393454,2014-11-20 21:29:50,seq_goto,chap10,3
393502,2014-11-20 21:36:21,problem_check,chap10,3
393503,2014-11-20 21:36:23,problem_graded,chap10,3
393572,2014-11-20 21:50:22,problem_check,chap10,3
393573,2014-11-20 21:50:22,problem_check,chap10,3
393574,2014-11-20 21:50:23,problem_graded,chap10,3
393575,2014-11-20 21:50:23,problem_graded,chap10,3
393605,2014-11-20 21:57:43,problem_check,chap10,3
393606,2014-11-20 21:57:43,problem_graded,chap10,3
393608,2014-11-20 21:58:16,page_close,chap10,3
393639,2014-11-20 22:04:01,page_close,chap10,3
410588,2014-11-24 20:17:59,page_close,chap10,7
410662,2014-11-24 20:27:36,seq_goto,chap10,7
410663,2014-11-24 20:27:36,seq_goto,chap10,7
410679,2014-11-24 20:28:18,problem_check,chap10,7
410680,2014-11-24 20:28:18,problem_graded,chap10,7
410681,2014-11-24 20:28:19,problem_show,chap10,7
410683,2014-11-24 20:28:21,seq_goto,chap10,7
410685,2014-11-24 20:28:22,video_event,chap10,7
410737,2014-11-24 20:34:41,seq_goto,chap10,7
410740,2014-11-24 20:35:35,problem_check,chap10,7
410741,2014-11-24 20:35:35,problem_graded,chap10,7
410742,2014-11-24 20:35:36,problem_check,chap10,7
410743,2014-11-24 20:35:36,problem_graded,chap10,7
410744,2014-11-24 20:35:38,seq_goto,chap10,7
410745,2014-11-24 20:35:39,video_event,chap10,7
410756,2014-11-24 20:37:53,seq_goto,chap10,7
410783,2014-11-24 20:41:39,problem_check,chap10,7
410784,2014-11-24 20:41:39,problem_graded,chap10,7
410785,2014-11-24 20:41:40,problem_show,chap10,7
410791,2014-11-24 20:41:52,page_close,chap10,7
410792,2014-11-24 20:41:52,video_event,chap10,7
410811,2014-11-24 20:43:13,page_close,chap10,7
410812,2014-11-24 20:43:21,page_close,chap10,7
410813,2014-11-24 20:43:21,video_event,chap10,7
410898,2014-11-24 20:52:11,seq_goto,chap10,7
410922,2014-11-24 20:57:56,problem_check,chap10,7
410924,2014-11-24 20:57:56,problem_graded,chap10,7
410925,2014-11-24 20:57:57,problem_check,chap10,7
410926,2014-11-24 20:57:58,problem_graded,chap10,7
410927,2014-11-24 20:57:59,problem_check,chap10,7
410928,2014-11-24 20:57:59,problem_graded,chap10,7
410929,2014-11-24 20:58:01,seq_goto,chap10,7
410930,2014-11-24 20:58:01,video_event,chap10,7
410974,2014-11-24 21:04:36,seq_goto,chap10,7
410985,2014-11-24 21:05:23,problem_check,chap10,7
410986,2014-11-24 21:05:23,problem_graded,chap10,7
410987,2014-11-24 21:05:24,problem_check,chap10,7
410988,2014-11-24 21:05:24,problem_graded,chap10,7
410989,2014-11-24 21:05:25,problem_check,chap10,7
410990,2014-11-24 21:05:26,problem_graded,chap10,7
410991,2014-11-24 21:05:28,problem_show,chap10,7
410993,2014-11-24 21:05:36,page_close,chap10,7
410994,2014-11-24 21:05:36,video_event,chap10,7
414023,2014-11-25 18:40:56,page_close,chap10,8
414062,2014-11-25 18:50:07,seq_goto,chap10,8
414066,2014-11-25 18:50:38,problem_check,chap10,8
414067,2014-11-25 18:50:38,problem_graded,chap10,8
414068,2014-11-25 18:50:40,problem_check,chap10,8
414069,2014-11-25 18:50:40,problem_graded,chap10,8
414071,2014-11-25 18:50:41,problem_check,chap10,8
414072,2014-11-25 18:50:42,problem_graded,chap10,8
414073,2014-11-25 18:50:44,seq_goto,chap10,8
414074,2014-11-25 18:50:44,video_event,chap10,8
414125,2014-11-25 18:59:31,seq_goto,chap10,8
414127,2014-11-25 18:59:32,video_event,chap10,8
414160,2014-11-25 19:04:58,seq_goto,chap10,8
414180,2014-11-25 19:10:26,problem_check,chap10,8
414181,2014-11-25 19:10:26,problem_graded,chap10,8
414182,2014-11-25 19:10:27,problem_check,chap10,8
414183,2014-11-25 19:10:27,problem_graded,chap10,8
414184,2014-11-25 19:10:28,problem_check,chap10,8
414185,2014-11-25 19:10:28,problem_graded,chap10,8
414186,2014-11-25 19:10:29,problem_show,chap10,8
414187,2014-11-25 19:10:32,seq_goto,chap10,8
414188,2014-11-25 19:10:33,video_event,chap10,8
414950,2014-11-25 20:46:05,page_close,chap10,8
414951,2014-11-25 20:46:09,seq_goto,chap10,8
415019,2014-11-25 21:18:10,problem_check,chap10,8
415020,2014-11-25 21:18:10,problem_graded,chap10,8
415021,2014-11-25 21:18:11,problem_show,chap10,8
415022,2014-11-25 21:18:13,problem_show,chap10,8
415025,2014-11-25 21:18:32,page_close,chap10,8
415026,2014-11-25 21:18:32,video_event,chap10,8
415088,2014-11-25 21:38:27,page_close,chap10,8
415089,2014-11-25 21:38:27,video_event,chap10,8
418227,2014-11-26 21:44:33,page_close,chap10,9
418252,2014-11-26 21:48:52,seq_goto,chap10,9
418253,2014-11-26 21:48:52,seq_goto,chap10,9
418254,2014-11-26 21:49:58,problem_check,chap10,9
418255,2014-11-26 21:49:59,problem_graded,chap10,9
418256,2014-11-26 21:49:59,problem_show,chap10,9
418257,2014-11-26 21:50:00,problem_show,chap10,9
418258,2014-11-26 21:50:00,problem_show,chap10,9
418259,2014-11-26 21:50:08,seq_goto,chap10,9
418260,2014-11-26 21:50:09,video_event,chap10,9
418288,2014-11-26 21:54:14,seq_goto,chap10,9
418296,2014-11-26 21:54:57,problem_check,chap10,9
418297,2014-11-26 21:54:57,problem_graded,chap10,9
418298,2014-11-26 21:54:58,problem_show,chap10,9
418299,2014-11-26 21:55:02,seq_goto,chap10,9
418300,2014-11-26 21:55:03,video_event,chap10,9
418304,2014-11-26 21:55:11,seq_goto,chap10,9
418395,2014-11-26 22:06:50,problem_check,chap10,9
418396,2014-11-26 22:06:51,problem_graded,chap10,9
418397,2014-11-26 22:06:52,problem_check,chap10,9
418398,2014-11-26 22:06:52,problem_graded,chap10,9
418399,2014-11-26 22:06:54,problem_check,chap10,9
418400,2014-11-26 22:06:55,problem_graded,chap10,9
418401,2014-11-26 22:06:56,problem_show,chap10,9
418402,2014-11-26 22:06:56,problem_show,chap10,9
418405,2014-11-26 22:06:59,seq_goto,chap10,9
418406,2014-11-26 22:07:01,video_event,chap10,9
418407,2014-11-26 22:07:02,seq_goto,chap10,9
418443,2014-11-26 22:14:48,seq_goto,chap10,9
418469,2014-11-26 22:22:48,problem_check,chap10,9
418470,2014-11-26 22:22:48,problem_graded,chap10,9
418471,2014-11-26 22:22:49,problem_check,chap10,9
418472,2014-11-26 22:22:50,problem_graded,chap10,9
418473,2014-11-26 22:22:51,problem_check,chap10,9
418474,2014-11-26 22:22:51,problem_graded,chap10,9
418475,2014-11-26 22:22:53,seq_goto,chap10,9
418476,2014-11-26 22:22:55,video_event,chap10,9
418478,2014-11-26 22:23:06,seq_goto,chap10,9
418479,2014-11-26 22:23:07,seq_goto,chap10,9
418506,2014-11-26 22:27:18,problem_check,chap10,9
418507,2014-11-26 22:27:18,problem_graded,chap10,9
418510,2014-11-26 22:27:20,problem_show,chap10,9
418511,2014-11-26 22:27:23,problem_show,chap10,9
418512,2014-11-26 22:27:35,page_close,chap10,9
418513,2014-11-26 22:27:35,video_event,chap10,9
418515,2014-11-26 22:28:08,page_close,chap10,9
467379,2014-12-09 22:10:46,page_close,chap12,8
467412,2014-12-09 22:18:42,seq_goto,chap12,8
467420,2014-12-09 22:20:03,seq_goto,chap12,8
467421,2014-12-09 22:20:04,video_event,chap12,8
467455,2014-12-09 22:25:13,seq_goto,chap12,8
467483,2014-12-09 22:30:58,seq_goto,chap12,8
467484,2014-12-09 22:30:58,video_event,chap12,8
467504,2014-12-09 22:36:52,seq_goto,chap12,8
467505,2014-12-09 22:36:52,video_event,chap12,8
467506,2014-12-09 22:37:33,seq_goto,chap12,8
467514,2014-12-09 22:38:37,problem_check,chap12,8
467515,2014-12-09 22:38:37,problem_graded,chap12,8
467516,2014-12-09 22:38:57,problem_check,chap12,8
467517,2014-12-09 22:38:58,problem_graded,chap12,8
467518,2014-12-09 22:38:59,problem_check,chap12,8
467519,2014-12-09 22:38:59,problem_graded,chap12,8
467520,2014-12-09 22:39:00,problem_show,chap12,8
467521,2014-12-09 22:39:03,seq_goto,chap12,8
467522,2014-12-09 22:39:03,video_event,chap12,8
467534,2014-12-09 22:45:09,seq_goto,chap12,8
467542,2014-12-09 22:45:36,seq_goto,chap12,8
467543,2014-12-09 22:45:36,video_event,chap12,8
467563,2014-12-09 22:48:50,seq_goto,chap12,8
467588,2014-12-09 22:56:53,problem_check,chap12,8
467589,2014-12-09 22:56:53,problem_graded,chap12,8
467590,2014-12-09 22:56:54,problem_check,chap12,8
467591,2014-12-09 22:56:54,problem_graded,chap12,8
467592,2014-12-09 22:56:55,problem_check,chap12,8
467593,2014-12-09 22:56:55,problem_graded,chap12,8
467594,2014-12-09 22:56:56,problem_show,chap12,8
467595,2014-12-09 22:57:00,seq_goto,chap12,8
467596,2014-12-09 22:57:00,video_event,chap12,8
467612,2014-12-09 23:02:36,seq_goto,chap12,8
467619,2014-12-09 23:03:35,seq_goto,chap12,8
467620,2014-12-09 23:03:35,video_event,chap12,8
467621,2014-12-09 23:03:50,seq_goto,chap12,8
467623,2014-12-09 23:04:31,problem_check,chap12,8
467624,2014-12-09 23:04:31,problem_graded,chap12,8
467626,2014-12-09 23:04:38,seq_goto,chap12,8
467627,2014-12-09 23:04:39,video_event,chap12,8
467628,2014-12-09 23:05:16,seq_goto,chap12,8
467633,2014-12-09 23:05:39,problem_check,chap12,8
467634,2014-12-09 23:05:40,problem_graded,chap12,8
467635,2014-12-09 23:05:41,problem_check,chap12,8
467636,2014-12-09 23:05:41,problem_graded,chap12,8
467637,2014-12-09 23:05:41,problem_show,chap12,8
467639,2014-12-09 23:05:45,problem_show,chap12,8
467643,2014-12-09 23:05:46,seq_goto,chap12,8
467644,2014-12-09 23:05:47,video_event,chap12,8
467664,2014-12-09 23:10:19,page_close,chap12,8
467665,2014-12-09 23:10:19,video_event,chap12,8
480895,2014-12-13 20:43:39,page_close,chap12,12
480896,2014-12-13 20:43:47,page_close,chap12,12
480947,2014-12-13 20:52:10,seq_goto,chap12,12
480948,2014-12-13 20:53:34,seq_goto,chap12,12
480949,2014-12-13 20:53:34,video_event,chap12,12
480965,2014-12-13 20:56:59,seq_goto,chap12,12
481057,2014-12-13 21:10:56,problem_check,chap12,12
481058,2014-12-13 21:10:56,problem_graded,chap12,12
481125,2014-12-13 21:23:29,problem_check,chap12,12
481126,2014-12-13 21:23:29,problem_graded,chap12,12
481133,2014-12-13 21:25:00,problem_check,chap12,12
481134,2014-12-13 21:25:00,problem_graded,chap12,12
481135,2014-12-13 21:25:01,problem_show,chap12,12
481136,2014-12-13 21:25:08,problem_show,chap12,12
481143,2014-12-13 21:25:33,page_close,chap12,12
481144,2014-12-13 21:25:34,video_event,chap12,12
481159,2014-12-13 21:31:56,problem_check,chap12,12
481160,2014-12-13 21:31:56,problem_graded,chap12,12
481161,2014-12-13 21:33:00,problem_check,chap12,12
481162,2014-12-13 21:33:00,problem_graded,chap12,12
481163,2014-12-13 21:33:04,problem_check,chap12,12
481164,2014-12-13 21:33:04,problem_graded,chap12,12
481165,2014-12-13 21:33:07,problem_show,chap12,12
481166,2014-12-13 21:33:13,seq_goto,chap12,12
481183,2014-12-13 21:35:54,problem_check,chap12,12
